,ランク,タイトル,週間,合計
0,1,マーベル スパイダーマン（同梱版含む）,125154,125154
1,2,ウイニングイレブン 2019,20840,94229
2,3,ANUBIS ZONE OF THE ENDERS：M∀RS（限定版含む）,17313,17313
3,4,Minecraft,14752,264266
4,5,Splatoon2 （スプラトゥーン2）（同梱版含む）,14398,2604239
5,6,マリオカート8 デラックス,11877,1747174
6,7,SNKヒロインズ Tag Team Frenzy(PS4),10018,10018
7,8,コナン アウトキャスト,7604,60229
8,9,太鼓の達人 Nintendo Switchば～じょん！,7004,189619
9,10,ゼルダの伝説 ブレス オブ ザ ワイルド（限定版含む）,6515,1105725
