,ランク,タイトル,週間,合計
0,1,ウイニングイレブン 2019,73389,73389
1,2,コナン アウトキャスト,20509,52626
2,3,Minecraft,19110,249514
3,4,Splatoon2 （スプラトゥーン2）（同梱版含む）,16960,2589842
4,5,マリオカート8 デラックス,13259,1735297
5,6,リトルドラゴンズカフェ ひみつの竜とふしぎな島(NSw),11860,1860:
6,7,NARUTO TO BORUTO シノビストライカー,10685,10685
7,8,太鼓の達人 Nintendo Switchば～じょん！,9766,182614
8,9,マリオテニス エース,7721,332211
9,10,僕のヒーローアカデミア One's Justice(NSw),7669,32294
