,ランク,タイトル,週間,合計
0,1,Nintendo Labo Toy-Con 01：Variety Kit,90410,90410
1,2,ゴッド・オブ・ウォー（同梱版含む）,46091,46091
2,3,Nintendo Labo Toy-Con 02：Robot Kit,28629,28629
3,4,星のカービィ スターアライズ,17381,433488
4,5,Splatoon2 （スプラトゥーン2）（同梱版含む）,16617,2248923
5,6,スナックワールド トレジャラーズ ゴールド,15847,51502
6,7,メタルマックス ゼノ,15044,15044
7,8,マリオカート8 デラックス,11393,1484644
8,9,メタルマックス ゼノ,8355,8355
9,10,ゼルダの伝説 ブレス オブ ザ ワイルド（限定版含む）,6895,961427
