,ランク,タイトル,週間,合計
0,1,ゼルダの伝説 ブレス オブ ザ ワイルド（限定版含む）,186379,186379
1,2,Horizon Zero Dawn（限定版含む）,116997,116997
2,3,1-2-Switch,79536,79536
3,4,ゼルダの伝説 ブレス オブ ザ ワイルド,44602,44602
4,5,ニーア オートマタ,38002,236545
5,6,スーパーボンバーマン R,36623,36623
6,7,ドラゴンクエストヒーローズI・II for Nintendo Switch,25606,25606
7,8,スーパーロボット大戦V（限定版含む）,15321,115475
8,9,ドラゴンクエストモンスターズ ジョーカー3 プロフェッショナル,13426,163058
9,10,ぷよぷよテトリス S,12854,
