,ランク,タイトル,週間,合計
0,1,マリオカート8 デラックス,16596,505270
1,2,鉄拳7,12460,71196
2,3,モンスターハンターダブルクロス,10209,1512815
3,4,ゼルダの伝説 ブレス オブ ザ ワイルド（限定版含む）,8839,484526
4,5,聖剣伝説コレクション,5329,34893
5,6,イースVIII -Lacrimosa of DANA-,5324,43267
6,7,ドラゴンボールヒーローズ アルティメットミッションX,4593,163451
7,8,白と黒のアリス（限定版含む）,4385,4385
8,9,ニーア オートマタ,3499,341643
9,10,グランド・セフト・オートV （4990円版）,3166,345987
