,ランク,タイトル,週間,合計
0,1,スーパーマリオメーカー2,83204,279357
1,2,ファイナルファンタジーXIV： 漆黒のヴィランズ,22260,22260
2,3,妖怪ウォッチ4 ぼくらは同じ空を見上げている,19407,210504
3,4,進撃の巨人2 -Final Battle-(NSW),19127,19127
4,5,実況パワフルプロ野球,18719,94224
5,6,進撃の巨人2 -Final Battle-(PS4),14817,14817
6,7,大乱闘スマッシュブラザーズ SPECIAL,8968,3149468
7,8,マリオカート8 デラックス,8183,2356972
8,9,Minecraft,7234,837919
9,10,スプラトゥーン2,6072,3105283
