,ランク,タイトル,週間,合計
0,1,Caligula Overdose -カリギュラ オーバードーズ-,20399,20399
1,2,ドンキーコング トロピカルフリーズ,15452,129760
2,3,Splatoon2 （スプラトゥーン2）（同梱版含む）,12646,2323048
3,4,実況パワフルプロ野球2018(PS4),10240,189672
4,5,マリオカート8 デラックス,10071,1542271
5,6,星のカービィ スターアライズ,8392,500622
6,7,Nintendo Labo Toy-Con 01：Variety Kit,8151,166536
7,8,ゼルダの伝説 ブレス オブ ザ ワイルド（限定版含む）,5687,991867
8,9,スーパーマリオ オデッセイ（同梱版含む）,4632,1725867
9,10,実況パワフルプロ野球2018(PSV),4073,83955
