,ランク,タイトル,週間,合計
0,1,スーパーマリオ オデッセイ（同梱版含む）,105051,1397332
1,2,Splatoon2 （スプラトゥーン2）（同梱版含む）,96404,1764870
2,3,マリオカート8 デラックス,87356,1132793
3,4,ポケットモンスター ウルトラサン／ウルトラムーン,61698,1407660
4,5,マリオパーティ100 ミニゲームコレクション,52181,52181
5,6,妖怪ウォッチバスターズ2 秘宝伝説バンバラヤー ソード／マグナム,38141,431420
6,7,ゼルダの伝説 ブレス オブ ザ ワイルド（限定版含む）,33024,771050
7,8,1-2-Switch,21235,349929
8,9,地球防衛軍5,16522,181466
9,10,ARMS,16463,313954
