,ランク,タイトル,週間,合計
0,1,SEKIRO: SHADOWS DIE TWICE,157548,157548
1,2,スーパーロボット大戦T（限定版含む）(PS4),88093,88093
2,3,スーパーロボット大戦T（限定版含む）(NSw),44051,44051
3,4,チョコボの不思議なダンジョン エブリバディ！(NSw),28509,28509
4,5,ルルアのアトリエ ～アーランドの錬金術士4～（限定版含む）(PS4),27734,27734
5,6,チョコボの不思議なダンジョン エブリバディ！(PS4),21041,21041
6,7,大乱闘スマッシュブラザーズ SPECIAL（同梱版含む）,21008,2974153
7,8,New スーパーマリオブラザーズ U デラックス,17827,534367
8,9,デビル メイ クライ 5,15353,164703
9,10,ディビジョン2（限定版含む）,15186,79003
