,ランク,タイトル,週間,合計
0,1,ラジアントヒストリア パーフェクトクロノロジー（限定版含む）,24596,24596
1,2,ARMS,19307,148707
2,3,マリオカート8 デラックス,14423,550059
3,4,おそ松さん THE GAME はちゃめちゃ就職アドバイス -デッド オア ワーク-（限定版含む）,11579,11579
4,5,ポータルナイツ,11498,11498
5,6,アライアンス・アライブ,10085,36506
6,7,ゼルダの伝説 ブレス オブ ザ ワイルド（限定版含む）,9144,522182
7,8,モンスターハンターダブルクロス,6003,1534666
8,9,レゴシティ アンダーカバー,5351,5351
9,10,グランド・セフト・オートV （4990円版）,3927,357211
