,ランク,タイトル,週間,合計
0,1,マーベル スパイダーマン（同梱版含む）,38065,244051
1,2,シュタインズ・ゲート エリート（限定版含む）(PS4),13433,13433
2,3,Minecraft,13317,291062
3,4,シュタインズ・ゲート エリート（限定版含む）(NSw),13305,13305
4,5,Splatoon2 （スプラトゥーン2）（同梱版含む）,13205,2631538
5,6,マリオカート8 デラックス,10288,1768152
6,7,シャドウ オブ ザ トゥームレイダー,8239,40410
7,8,ウイニングイレブン 2019,5945,109640
8,9,ゼルダの伝説 ブレス オブ ザ ワイルド（限定版含む）,5910,1117445
9,10,コナン アウトキャスト,5822,74579
