,ランク,タイトル,週間,合計
0,1,ウイニングイレブン 2018(PS4),64342,64342
1,2,Splatoon2 （スプラトゥーン2）（同梱版含む）,37481,1138962
2,3,メトロイド サムスリターンズ（限定版含む）,30855,30855
3,4,アンチャーテッド 古代神の秘宝,23131,23131
4,5,Destiny 2,20018,70281
5,6,New みんなのGOLF,13487,136694
6,7,ウイニングイレブン 2018(PS3),12777,12777
7,8,マリオカート8 デラックス,10971,694185
8,9,ドラゴンクエストXI 過ぎ去りし時を求めて（同梱版含む）(3DS),10525,1720431
9,10,モンスターハンターダブルクロス Nintendo Switch Ver.（同梱版含む）,9414,133621
