,ランク,タイトル,週間,合計
0,1,ドラゴンクエストXI 過ぎ去りし時を求めて（同梱版含む）(3DS),67705,1640920
1,2,ドラゴンクエストXI 過ぎ去りし時を求めて（同梱版含む）(PS4),49543,1291802
2,3,Splatoon2 （スプラトゥーン2）（同梱版含む）,34108,949737
3,4,スナックワールド トレジャラーズ,25674,123208
4,5,ドラゴンクエストX オールインワンパッケージ,14052,14052
5,6,マリオカート8 デラックス,13589,646483
6,7,ARMS,6439,203722
7,8,Hey！ ピクミン,5960,120710
8,9,とびだせ どうぶつの森 amiibo＋,5789,224166
9,10,ゼルダの伝説 ブレス オブ ザ ワイルド（限定版含む）,5268,566032
10, ,,,
