,ランク,タイトル,週間,合計
0,1,世界樹の迷宮X （クロス）,71946,71946
1,2,プロ野球 ファミスタ エボリューション,42846,42846
2,3,メイド イン ワリオ ゴージャス,31018,31018
3,4,太鼓の達人 Nintendo Switchば～じょん！,21642,119891
4,5,Splatoon2 （スプラトゥーン2）（同梱版含む）,20989,2511028
5,6,オクトパストラベラー,18448,164235
6,7,マリオカート8 デラックス,15755,1670751
7,8,マリオテニス エース,15454,280682
8,9,Minecraft,15101,169218
9,10,サガ スカーレット グレイス 緋色の野望,14971,14971
