,ランク,タイトル,週間,合計
0,1,モンスターハンターダブルクロス,280293,1128760
1,2,ゼルダの伝説 ブレス オブ ザ ワイルド（限定版含む）,39103,302080
2,3,1-2-Switch,21647,137384
3,4,ゴーストリコン ワイルドランズ,17349,133768
4,5,Horizon Zero Dawn（限定版含む）,12559,181944
5,6,ポケットモンスター サン／ムーン,9956,3221001
6,7,アクセル・ワールド VS ソードアート・オンライン 千年の黄昏,9665,48318
7,8,キングダム ハーツ -HD 1.5＋2.5 リミックス-,9216,88147
8,9,ニーア オートマタ,8847,278156
9,10,ゼルダの伝説 ブレス オブ ザ ワイルド,7796,81188
