,ランク,タイトル,週間,合計
0,1,イースVIII -Lacrimosa of DANA-,27741,27741
1,2,マリオカート8 デラックス,26993,467689
2,3,ウルトラストリートファイターII ザ・ファイナルチャレンジャーズ,16404,16404
3,4,モンスターハンターダブルクロス,11155,1490343
4,5,GUILTY GEAR Xrd REV 2,10609,10609
5,6,ゼルダの伝説 ブレス オブ ザ ワイルド（限定版含む）,10390,476021
6,7,ドラゴンボールヒーローズ アルティメットミッションX,6515,152923
7,8,ニーア オートマタ,4260,334553
8,9,ポケットモンスター サン／ムーン,3317,3266197
9,10,ファイアーエムブレム Echoes もうひとりの英雄王（限定版含む）,3103,182371
