,ランク,タイトル,週間,合計
0,1,New みんなのGOLF,100719,100719
1,2,Splatoon2 （スプラトゥーン2）（同梱版含む）,52320,1056500
2,3,世界樹と不思議のダンジョン2（限定版含む）,29887,29887
3,4,モンスターハンターダブルクロス Nintendo Switch Ver.（同梱版含む）,27120,111396
4,5,ドラゴンクエストXI 過ぎ去りし時を求めて（同梱版含む）(3DS),22846,1693913
5,6,よるのないくに2 ～新月の花嫁～（限定版含む）(PS4),18207,18207
6,7,ドラゴンクエストXI 過ぎ去りし時を求めて（同梱版含む）(PS4),14053,1328455
7,8,マリオカート8 デラックス,12474,672688
8,9,スナックワールド トレジャラーズ,10098,148070
9,10,バイオハザード リベレーションズ アンベールド エディション,9260,9260
