,ランク,タイトル,週間,合計
0,1,アンセム（限定版含む）,77938,77938
1,2,New スーパーマリオブラザーズ U デラックス,23235,455006
2,3,大乱闘スマッシュブラザーズ SPECIAL（同梱版含む）,22430,2883416
3,4,ニーア オートマタ ゲーム オブ ザ ヨルハ エディション,21326,21326
4,5,JUMP FORCE（ジャンプ フォース）,17471,94365
5,6,キングダム ハーツ III（同梱版含む）,14258,770068
6,7,ファー クライ ニュードーン,12384,38668
7,8,ポケットモンスター Let's Go！ ピカチュウ／イーブイ（同梱版含む）,11057,1501846
8,9,マリオカート8 デラックス,9308,2142329
9,10,スーパーマリオパーティ（同梱版含む）,8770,1027659
