,ランク,タイトル,週間,合計
0,1,無双OROCHI 3（限定版含む）(PS4),100831,100831
1,2,英雄伝説 閃の軌跡IV -The End of Saga-（限定版含む）,85161,85161
2,3,FIFA19（限定版含む）(PS4),57772,57772
3,4,無双OROCHI 3（限定版含む）(NSw),23660,23660
4,5,ドラゴンボール ファイターズ,23202,23202
5,6,マーベル スパイダーマン（同梱版含む）,22751,266802
6,7,うたわれるもの斬（限定版含む）,21316,21316
7,8,FIFA19（限定版含む）(NSw),16200,16200
8,9,すばらしきこのせかい -Final Remix-,14216,14216
9,10,Minecraft,13483,304544
