,ランク,タイトル,週間,合計
0,1,スーパーマリオメーカー2,196153,196153
1,2,実況パワフルプロ野球,75505,75505
2,3,妖怪ウォッチ4 ぼくらは同じ空を見上げている,40376,191097
3,4,SAMURAI SPIRITS（サムライスピリッツ）,16662,16662
4,5,大乱闘スマッシュブラザーズ SPECIAL,10161,3140500
5,6,この素晴らしい世界に祝福を！ 〜希望の迷宮と集いし冒険者たち〜,8856,8856
6,7,ドラえもん のび太の牧場物語,8749,65544
7,8,マリオカート8 デラックス,8108,2348789
8,9,Minecraft,7795,830685
9,10,ポケットモンスター Let’s Go！ ピカチュウ・Let’s Go！ イーブイ,7781,1565955
