,ランク,タイトル,週間,合計
0,1,Minecraft,25948,212170
1,2,Splatoon2 （スプラトゥーン2）（同梱版含む）,24188,2556846
2,3,太鼓の達人 Nintendo Switchば～じょん！,21109,162020
3,4,マリオカート8 デラックス,20346,1708892
4,5,メイド イン ワリオ ゴージャス,20142,70344
5,6,マリオテニス エース,18520,315658
6,7,プロ野球 ファミスタ エボリューション,13259,71776
7,8,進め！ キノピオ隊長,12111,102235
8,9,ゼルダの伝説 ブレス オブ ザ ワイルド（限定版含む）,9682,1084321
9,10,星のカービィ スターアライズ,8707,596203
