,ランク,タイトル,週間,合計
0,1,ファイアーエムブレム 風花雪月,143130,143130
1,2,釣りスピリッツ Nintendo Switchバージョン,47700,47700
2,3,スーパーマリオメーカー2,37941,418083
3,4,ルーンファクトリー4スペシャル,37916,37916
4,5,プロ野球スピリッツ2019(PS4),27334,202523
5,6,東京2020オリンピック The Official Video Game TM,9425,9425
6,7,大乱闘スマッシュブラザーズ SPECIAL,8088,3175474
7,8,プロ野球スピリッツ2019(PSV),7989,52259
8,9,マリオカート8 デラックス,7849,2380413
9,10,実況パワフルプロ野球,7519,122191
