,ランク,タイトル,週間,合計
0,1,あつまれ どうぶつの森,286586,3611246
1,2,ファイナルファンタジーVII リメイク,70652,773505
2,3,マリオカート8 デラックス,13313,2882585
3,4,バイオハザード RE：3,12247,236435
4,5,大乱闘スマッシュブラザーズ SPECIAL,9034,3655868
5,6,ONE PIECE 海賊無双4(PS4),8682,116217
6,7,ONE PIECE 海賊無双4(NSw),8080,98912
7,8,スーパー マリオパーティ,8005,1406903
8,9,ポケットモンスター ソード・シールド,7915,3570493
9,10,Minecraft,7154,1356230
