,ランク,タイトル,週間,合計
0,1,ポケットモンスター Let's Go！ ピカチュウ／イーブイ（同梱版含む）,661240,661240
1,2,Fallout 76（限定版含む）,73489,73489
2,3,スーパーマリオパーティ,20942,345627
3,4,コール オブ デューティ ブラックオプスIV,17159,460890
4,5,ヒットマン2,10162,10162
5,6,ルイージマンション,9320,36689
6,7,マリオカート8 デラックス,9319,1836063
7,8,レッド・デッド・リデンプション2（限定版、同梱版含む）,8120,192181
8,9,Splatoon2 （スプラトゥーン2）（同梱版含む）,7992,2698886
9,10,Minecraft,7449,365347
