,ランク,タイトル,週間,合計
0,1,RAGE 2,12146,12146
1,2,大乱闘スマッシュブラザーズ SPECIAL,8691,3111939
2,3,Minecraft,8235,807485
3,4,マリオカート8 デラックス,8105,2326158
4,5,みんなのGOLF VR,6367,6367
5,6,ポケットモンスター Let’s Go！ ピカチュウ・Let’s Go！ イーブイ,6139,1547445
6,7,スプラトゥーン2,5477,3084060
7,8,New スーパーマリオブラザーズ U デラックス,4524,630294
8,9,ゼルダの伝説 ブレス オブ ザ ワイルド,4334,1332569
9,10,PlayStation VR WORLDS,3988,3988
