,ランク,タイトル,週間,合計
0,1,モンスターハンターダブルクロス,43941,1366093
1,2,ゼルダの伝説 ブレス オブ ザ ワイルド（限定版含む）,20888,375291
2,3,マリオスポーツ スーパースターズ,10698,61879
3,4,1-2-Switch,10048,176368
4,5,ニーア オートマタ,6265,300959
5,6,ゴーストリコン ワイルドランズ,6022,159430
6,7,レゴ ワールド 目指せマスタービルダー,5157,16735
7,8,Horizon Zero Dawn（限定版含む）,4983,201643
8,9,ポケットモンスター サン／ムーン,4773,3241599
9,10,ゼルダの伝説 ブレス オブ ザ ワイルド,4740,100546
