,ランク,タイトル,週間,合計
0,1,ディシディア ファイナルファンタジー NT,105667,105667
1,2,Splatoon2 （スプラトゥーン2）（同梱版含む）,34632,1917342
2,3,スーパーマリオ オデッセイ（同梱版含む）,28193,1536340
3,4,マリオカート8 デラックス,22836,1238435
4,5,ポケットモンスター ウルトラサン／ウルトラムーン,21494,1498509
5,6,マリオパーティ100 ミニゲームコレクション,20320,124319
6,7,ゼルダの伝説 ブレス オブ ザ ワイルド（限定版含む）,12415,815227
7,8,地球防衛軍5,10717,212130
8,9,妖怪ウォッチバスターズ2 秘宝伝説バンバラヤー ソード／マグナム,7851,473836
9,10,ARMS,7352,346681
