,ランク,タイトル,週間,合計
0,1,フェイト／エクステラ リンク（限定版含む）(PS4),78647,78647
1,2,フェイト／エクステラ リンク（限定版含む）(PSV),38156,38156
2,3,Splatoon2 （スプラトゥーン2）（同梱版含む）,13423,2364262
3,4,DARK SOULS REMASTERED （ダークソウル リマスター）,12610,104218
4,5,Detroit：Become Human（限定版含む）,10935,67415
5,6,マリオカート8 デラックス,10063,1572211
6,7,ドンキーコング トロピカルフリーズ,9528,164099
7,8,ライフ イズ ストレンジ ビフォア ザ ストーム,8091,8091
8,9,星のカービィ スターアライズ,8011,525974
9,10,LITTLE NIGHTMARES -リトルナイトメア- Deluxe Edition,7776,7776
