,ランク,タイトル,週間,合計
0,1,スーパーマリオメーカー2,36486,454569
1,2,ファイアーエムブレム 風花雪月,35804,178934
2,3,釣りスピリッツ Nintendo Switchバージョン,23924,71624
3,4,プロ野球スピリッツ2019(PS4),14371,216894
4,5,大乱闘スマッシュブラザーズ SPECIAL,9947,3185421
5,6,マリオカート8 デラックス,8994,2389407
6,7,東京2020オリンピック The Official Video Game TM,8311,17736
7,8,Minecraft,7634,867243
8,9,オメガラビリンス ライフ,6643,6643
9,10,実況パワフルプロ野球,6339,128530
