,ランク,タイトル,週間,合計
0,1,ロックマンX アニバーサリー コレクション 1＋2(PS4),29270,29270
1,2,太鼓の達人 Nintendo Switchば～じょん！,28265,98249
2,3,Splatoon2 （スプラトゥーン2）（同梱版含む）,20344,2490039
3,4,マリオテニス エース,18067,265228
4,5,ロックマンX アニバーサリー コレクション 1＋2(NSw),16207,16207
5,6,Minecraft,16067,154118
6,7,マリオカート8 デラックス,13887,1654996
7,8,オクトパストラベラー,13238,145788
8,9,進め！ キノピオ隊長,8966,71365
9,10,Collar×Malice -Unlimited-（限定版含む）,7695,7695
