,ランク,タイトル,週間,合計
0,1,ドラゴンクエストXI 過ぎ去りし時を求めて（同梱版含む）(3DS),1148888,1148888
1,2,ドラゴンクエストXI 過ぎ去りし時を求めて（同梱版含む）(PS4),950315,950315
2,3,Splatoon2 （スプラトゥーン2）（同梱版含む）,105326,753411
3,4,レイトン ミステリージャーニー カトリーエイルと大富豪の陰謀,24491,95358
4,5,マリオカート8 デラックス,13841,601869
5,6,Hey！ ピクミン,11900,99394
6,7,ファイナルファンタジーXII ザ ゾディアック エイジ,8158,127971
7,8,すみっコぐらし ここ、どこなんです？,8027,28910
8,9,喧嘩番長 乙女 ～完全無欠のマイハニー～,6931,6931
9,10,ARMS,5959,183945
