,ランク,タイトル,週間,合計
0,1,モンスターハンター：ワールド（限定版、同梱版含む）,346187,1591356
1,2,ドラゴンボール ファイターズ,68731,68731
2,3,Splatoon2 （スプラトゥーン2）（同梱版含む）,25758,1997568
3,4,マリオ＋ラビッツ キングダムバトル,21279,114059
4,5,マリオカート8 デラックス,21263,1307897
5,6,スーパーマリオ オデッセイ（同梱版含む）,15978,1587954
6,7,The Elder Scrolls V ： Skyrim,13922,13922
7,8,ゼルダの伝説 ブレス オブ ザ ワイルド（限定版含む）,12709,847677
8,9,ポケットモンスター ウルトラサン／ウルトラムーン,11028,1539029
9,10,マリオパーティ100 ミニゲームコレクション,7037,149345
