,ランク,タイトル,週間,合計
0,1,マリオカート8 デラックス,284823,284823
1,2,ドラゴンボールヒーローズ アルティメットミッションX,97093,97093
2,3,モンスターハンターダブルクロス,27829,1421206
3,4,ゼルダの伝説 ブレス オブ ザ ワイルド（限定版含む）,25286,420941
4,5,ファイアーエムブレム Echoes もうひとりの英雄王（限定版含む）,22721,154389
5,6,プロ野球 ファミスタ クライマックス,10950,59091
6,7,1-2-Switch,9800,195958
7,8,DARK SOULS III （ダークソウル III） THE FIRE FADES EDITION,9014,42102
8,9,ガンガンピクシーズ（限定版含む）,8675,8675
9,10,ダンジョントラベラーズ2-2 闇堕ちの乙女とはじまりの書（限定版含む）,6659,34040
