,ランク,タイトル,週間,合計
0,1,ゴーストリコン ワイルドランズ,89791,89791
1,2,キングダム ハーツ -HD 1.5＋2.5 リミックス-,62770,62770
2,3,ゼルダの伝説 ブレス オブ ザ ワイルド（限定版含む）,44483,230862
3,4,Horizon Zero Dawn（限定版含む）,34292,151289
4,5,1-2-Switch,20746,100282
5,6,ニーア オートマタ,20523,257068
6,7,ゼルダの伝説 ブレス オブ ザ ワイルド,17482,62084
7,8,ポケットモンスター サン／ムーン,11646,3200916
8,9,ドラゴンクエストモンスターズ ジョーカー3 プロフェッショナル,9795,172853
9,10,スーパーボンバーマン R,8550,45173
