,ランク,タイトル,週間,合計
0,1,スーパーマリオメーカー2,54720,334077
1,2,GOD EATER 3（ゴッドイーター3）,20960,20960
2,3,妖怪ウォッチ4 ぼくらは同じ空を見上げている,12287,222791
3,4,実況パワフルプロ野球,11374,105598
4,5,大乱闘スマッシュブラザーズ SPECIAL,9136,3158604
5,6,マリオカート8 デラックス,7687,2364659
6,7,Minecraft,7141,845060
7,8,進撃の巨人2 -Final Battle-(NSW),6759,25886
8,9,ポケットモンスター Let’s Go！ ピカチュウ・Let’s Go！ イーブイ,5715,1577403
9,10,進撃の巨人2 -Final Battle-(PS4),5421,20238
