,ランク,タイトル,週間,合計
0,1,ポッ拳 POKKEN TOURNAMENT DX,53395,53395
1,2,Splatoon2 （スプラトゥーン2）（同梱版含む）,21897,1160859
2,3,ウイニングイレブン 2018(PS4),16854,81196
3,4,NBA 2K18,14487,14487
4,5,マリオカート8 デラックス,11457,705642
5,6,Destiny 2,11036,81317
6,7,ドラゴンクエストX オールインワンパッケージ,9482,9482
7,8,マーベル VS. カプコン：インフィニット,8273,8273
8,9,New みんなのGOLF,7738,144432
9,10,ドラゴンクエストXI 過ぎ去りし時を求めて（同梱版含む）,7482,1727913
