,ランク,タイトル,週間,合計
0,1,モンスターハンター：ワールド（限定版、同梱版含む）,1245169,1245169
1,2,マリオ＋ラビッツ キングダムバトル,26088,92780
2,3,Splatoon2 （スプラトゥーン2）（同梱版含む）,25776,1971810
3,4,マリオカート8 デラックス,21834,1286634
4,5,スーパーマリオ オデッセイ（同梱版含む）,16664,1571976
5,6,ポケットモンスター ウルトラサン／ウルトラムーン,12702,1528001
6,7,ゼルダの伝説 ブレス オブ ザ ワイルド（限定版含む）,10240,834968
7,8,ディシディア ファイナルファンタジー NT,7999,134100
8,9,妖怪ウォッチバスターズ2 秘宝伝説バンバラヤー ソード／マグナム,7755,490853
9,10,七つの大罪 ブリタニアの旅人,6961,6961
