,ランク,タイトル,週間,合計
0,1,Splatoon2 （スプラトゥーン2）（同梱版含む）,15715,2379977
1,2,フェイト／エクステラ リンク（限定版含む）(PS4),13996,92644
2,3,グランクレスト戦記（限定版含む）,11871,11871
3,4,マリオカート8 デラックス,10885,1583096
4,5,星のカービィ スターアライズ,7698,533672
5,6,ドンキーコング トロピカルフリーズ,7429,171528
6,7,Detroit：Become Human（限定版含む）,7043,74458
7,8,ゼルダの伝説 ブレス オブ ザ ワイルド（限定版含む）,6939,1018144
8,9,フェイト／エクステラ リンク（限定版含む）(PSV),6565,44721
9,10,スーパーマリオ オデッセイ（同梱版含む）,5482,1745894
