,ランク,タイトル,週間,合計
0,1,スーパーマリオメーカー2,46424,536839
1,2,釣りスピリッツ Nintendo Switchバージョン,31482,125909
2,3,大乱闘スマッシュブラザーズ SPECIAL,16017,3213315
3,4,ファイアーエムブレム 風花雪月,15042,213592
4,5,マリオカート8 デラックス,14977,2414267
5,6,Minecraft,13257,889419
6,7,ポケットモンスター Let’s Go！ ピカチュウ・Let’s Go！ イーブイ,10606,1608759
7,8,東京2020オリンピック The Official Video Game TM,10263,35631
8,9,スーパーマリオパーティ,9507,1087514
9,10,実況パワフルプロ野球,9223,144163
