,ランク,タイトル,週間,合計
0,1,北斗が如く（限定版含む）,123116,123116
1,2,モンスターハンター：ワールド（限定版、同梱版含む）,25382,1954272
2,3,Splatoon2 （スプラトゥーン2）（同梱版含む）,22162,2106486
3,4,マリオカート8 デラックス,17329,1399804
4,5,ゼルダの伝説 ブレス オブ ザ ワイルド（限定版含む）,11611,908067
5,6,スーパーマリオ オデッセイ（同梱版含む）,11043,1648855
6,7,英雄伝説 閃の軌跡I：改 -Thors Military Academy 1204-,10965,10965
7,8,ポケットモンスター ウルトラサン／ウルトラムーン,8622,1585208
8,9,レインボーシックス シージ アドバンスエディション,8191,16233
9,10,ファイナルファンタジーXV ロイヤルエディション,6814,6814
