,ランク,タイトル,週間,合計
0,1,ガンダムバーサス（限定版含む）,121444,121444
1,2,マリオカート8 デラックス,13436,563495
2,3,ARMS,12653,161361
3,4,オメガラビリンスZ（限定版含む）(PS4),9320,9320
4,5,オメガラビリンスZ（限定版含む）(PSV),8821,8821
5,6,ゼルダの伝説 ブレス オブ ザ ワイルド（限定版含む）,7830,530012
6,7,ラジアントヒストリア パーフェクトクロノロジー（限定版含む）,5349,29945
7,8,モンスターハンターダブルクロス,4328,1538993
8,9,グランド・セフト・オートV （4990円版）,3589,360800
9,10,ポケットモンスター サン／ムーン,3405,3284888
