,ランク,タイトル,週間,合計
0,1,イース セルセタの樹海：改,13895,13895
1,2,大乱闘スマッシュブラザーズ SPECIAL,8507,3085499
2,3,マリオカート8 デラックス,7258,2302993
3,4,Minecraft,6954,783332
4,5,Days Gone（デイズ・ゴーン）,6276,166459
5,6,ポケットモンスター Let’s Go！ ピカチュウ・Let’s Go！ イーブイ,5991,1530747
6,7,New スーパーマリオブラザーズ U デラックス,5087,616477
7,8,スプラトゥーン2,4524,3067711
8,9,ゼルダの伝説 ブレス オブ ザ ワイルド,4518,1319464
9,10,ヨッシークラフトワールド,4068,134812
10, ,,,
