,ランク,タイトル,週間,合計
0,1,妖怪ウォッチ4 ぼくらは同じ空を見上げている,150721,150721
1,2,龍が如く5 夢、叶えし者,21047,21047
2,3,ドラえもん のび太の牧場物語,14565,56795
3,4,大乱闘スマッシュブラザーズ SPECIAL,8342,3130339
4,5,Minecraft,7071,822890
5,6,マリオカート8 デラックス,6758,2340681
6,7,ゼルダの伝説 ブレス オブ ザ ワイルド,4795,1342962
7,8,ポケットモンスター Let’s Go！ ピカチュウ・Let’s Go！ イーブイ,4702,1558174
8,9,スプラトゥーン2,4479,3093638
9,10,New スーパーマリオブラザーズ U デラックス,4044,638709
