,ランク,タイトル,週間,合計
0,1,ARMS,28748,129400
1,2,ファイナルファンタジーXIV：紅蓮のリベレーター（限定版含む）,28731,28731
2,3,アライアンス・アライブ,26421,26421
3,4,Farpoint（同梱版含む）,17100,17100
4,5,マリオカート8 デラックス,13545,535636
5,6,ゼルダの伝説 ブレス オブ ザ ワイルド（限定版含む）,8312,513038
6,7,モンスターハンターダブルクロス,7210,1528663
7,8,GOD WARS ～時をこえて～,5291,5291
8,9,イースVIII -Lacrimosa of DANA-,5042,53006
9,10,GOD WARS ～時をこえて～,5039,5039
