,ランク,タイトル,週間,合計
0,1,ドラゴンクエストXI 過ぎ去りし時を求めて（同梱版含む）(3DS),116615,1573216
1,2,スナックワールド トレジャラーズ,97534,97534
2,3,ドラゴンクエストXI 過ぎ去りし時を求めて（同梱版含む）(PS4),91147,1242260
3,4,Splatoon2 （スプラトゥーン2）（同梱版含む）,87983,915628
4,5,マリオカート8 デラックス,17262,632894
5,6,ヒットマン ザ・コンプリート ファーストシーズン,17252,17252
6,7,大逆転裁判2 -成歩堂龍ノ介の覺悟-,10770,80618
7,8,ロックマン クラシックス コレクション 2,8537,8537
8,9,ARMS,7866,197284
9,10,クラッシュ・バンディクー ブッとび3段もり！,7263,37647
