,ランク,タイトル,週間,合計
0,1,スーパーマリオ オデッセイ（同梱版含む）,209630,1292281
1,2,妖怪ウォッチバスターズ2 秘宝伝説バンバラヤー ソード／マグナム,184739,393279
2,3,ポケットモンスター ウルトラサン／ウルトラムーン,176789,1345962
3,4,Splatoon2 （スプラトゥーン2）（同梱版含む）,137607,1668466
4,5,マリオカート8 デラックス,100205,1045438
5,6,カービィ バトルデラックス！,42796,115324
6,7,ゼルダの伝説 ブレス オブ ザ ワイルド（限定版含む）,35565,738026
7,8,ポッ拳 POKKEN TOURNAMENT DX,27053,177835
8,9,ARMS,25285,297491
9,10,アイドルマスター ステラステージ（限定版含む）,23772,23772
