,ランク,タイトル,週間,合計
0,1,コール オブ デューティ ブラックオプスIV,92572,321347
1,2,スーパーマリオパーティ,36381,242700
2,3,ソウルキャリバーVI,24049,24049
3,4,DARK SOULS REMASTERED （ダークソウル リマスター）,14646,14646
4,5,CRYSTAR -クライスタ-,10473,10473
5,6,アサシン クリード オデッセイ（限定版含む）,8807,73011
6,7,Minecraft,8325,334343
7,8,Splatoon2 （スプラトゥーン2）（同梱版含む）,7293,2671037
8,9,マリオカート8 デラックス,6774,1803792
9,10,無双OROCHI 3（限定版含む）,6381,144441
